dish_id,total_calories,total_mass,ingredients,split,ingr_ids,ingredients_text
dish_1567525744,679.264771,298.0,ingr_0000000031;ingr_0000000161;ingr_0000000122;ingr_0000000033;ingr_0000000291;ingr_0000000004;ingr_0000000073;ingr_0000000008;ingr_0000000015;ingr_0000000126;ingr_0000000189,train,"[31, 161, 122, 33, 291, 4, 73, 8, 15, 126, 189]",cucumbers olive oil garlic bell peppers salt bacon radishes scrambled eggs hash browns mustard vinegar
dish_1564590226,220.535858,376.0,ingr_0000000161;ingr_0000000121;ingr_0000000013;ingr_0000000437;ingr_0000000037,train,"[161, 121, 13, 437, 37]",olive oil watermelon berries sweet potato cantaloupe
dish_1560799615,332.749847,283.0,ingr_0000000036;ingr_0000000094;ingr_0000000021;ingr_0000000054;ingr_0000000291;ingr_0000000161;ingr_0000000380;ingr_0000000473;ingr_0000000126;ingr_0000000189,train,"[36, 94, 21, 54, 291, 161, 380, 473, 126, 189]",spinach (raw) onions squash apple salt olive oil pizza cranberries mustard vinegar
dish_1562168471,312.665558,490.0,ingr_0000000013;ingr_0000000016;ingr_0000000433;ingr_0000000128;ingr_0000000161;ingr_0000000312;ingr_0000000038;ingr_0000000291,train,"[13, 16, 433, 128, 161, 312, 38, 291]",berries brussels sprouts roasted potatoes egg whites olive oil pepper pineapple salt
dish_1559243139,26.053925,53.0,ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000161,train,"[45, 291, 312, 161]",carrot salt pepper olive oil
dish_1562702091,86.534729,214.0,ingr_0000000471;ingr_0000000007;ingr_0000000021;ingr_0000000189;ingr_0000000524;ingr_0000000031;ingr_0000000161;ingr_0000000122;ingr_0000000029;ingr_0000000045;ingr_0000000291,train,"[471, 7, 21, 189, 524, 31, 161, 122, 29, 45, 291]",cherry tomatoes cauliflower squash vinegar parsley cucumbers olive oil garlic mixed greens carrot salt
dish_1559845513,222.152008,379.0,ingr_0000000005;ingr_0000000213;ingr_0000000507;ingr_0000000002,train,"[5, 213, 507, 2]",potatoes pears mandarin oranges strawberries
dish_1563304881,739.407654,446.0,ingr_0000000122;ingr_0000000028;ingr_0000000036;ingr_0000000518;ingr_0000000514;ingr_0000000161;ingr_0000000520;ingr_0000000524;ingr_0000000291;ingr_0000000133,train,"[122, 28, 36, 518, 514, 161, 520, 524, 291, 133]",garlic chicken spinach (raw) thyme wheat berry olive oil lemon juice parsley salt shallots
dish_1558550181,28.98,42.0,ingr_0000000440,train,[440],grapes
dish_1565641844,244.627991,92.0,ingr_0000000011,train,[11],cheese pizza
dish_1561746970,303.636078,363.0,ingr_0000000122;ingr_0000000291;ingr_0000000522;ingr_0000000518;ingr_0000000161;ingr_0000000072;ingr_0000000031;ingr_0000000023;ingr_0000000515;ingr_0000000520;ingr_0000000524;ingr_0000000514;ingr_0000000312;ingr_0000000332,train,"[122, 291, 522, 518, 161, 72, 31, 23, 515, 520, 524, 514, 312, 332]",garlic salt tatsoi thyme olive oil kale cucumbers brown rice arugula lemon juice parsley wheat berry pepper salmon
dish_1562700931,164.234955,312.0,ingr_0000000054;ingr_0000000029;ingr_0000000520;ingr_0000000291;ingr_0000000094;ingr_0000000161;ingr_0000000021;ingr_0000000189;ingr_0000000524;ingr_0000000007;ingr_0000000513,train,"[54, 29, 520, 291, 94, 161, 21, 189, 524, 7, 513]",apple mixed greens lemon juice salt onions olive oil squash vinegar parsley cauliflower millet
dish_1560539340,196.53833,228.0,ingr_0000000312;ingr_0000000122;ingr_0000000523;ingr_0000000161;ingr_0000000006;ingr_0000000094;ingr_0000000520;ingr_0000000515;ingr_0000000448;ingr_0000000291;ingr_0000000541;ingr_0000000377;ingr_0000000049,train,"[312, 122, 523, 161, 6, 94, 520, 515, 448, 291, 541, 377, 49]",pepper garlic cilantro olive oil caesar salad onions lemon juice arugula jalapenos salt tomatillo quinoa fish
dish_1567789230,689.428406,300.0,ingr_0000000073;ingr_0000000033;ingr_0000000161;ingr_0000000122;ingr_0000000126;ingr_0000000189;ingr_0000000031;ingr_0000000039;ingr_0000000008;ingr_0000000291,train,"[73, 33, 161, 122, 126, 189, 31, 39, 8, 291]",radishes bell peppers olive oil garlic mustard vinegar cucumbers sausage scrambled eggs salt
dish_1558639662,16.02,89.0,ingr_0000000471,train,[471],cherry tomatoes
dish_1558724766,83.719994,161.0,ingr_0000000054,train,[54],apple
dish_1558640781,80.079994,154.0,ingr_0000000054,train,[54],apple
dish_1562700885,29.25,117.0,ingr_0000000007,train,[7],cauliflower
dish_1558629013,26.400002,80.0,ingr_0000000002,train,[2],strawberries
dish_1556572657,41.399998,36.0,ingr_0000000012,train,[12],olives
dish_1567024135,317.785828,147.0,ingr_0000000291;ingr_0000000011;ingr_0000000511;ingr_0000000133;ingr_0000000122;ingr_0000000520;ingr_0000000092;ingr_0000000335;ingr_0000000155;ingr_0000000021;ingr_0000000046;ingr_0000000161;ingr_0000000377;ingr_0000000433,train,"[291, 11, 511, 133, 122, 520, 92, 335, 155, 21, 46, 161, 377, 433]",salt cheese pizza spinach (cooked) shallots garlic lemon juice wine eggplant chicken thighs squash mushroom olive oil quinoa roasted potatoes
dish_1561576737,357.472565,519.0,ingr_0000000291;ingr_0000000517;ingr_0000000021;ingr_0000000519;ingr_0000000335;ingr_0000000515;ingr_0000000521;ingr_0000000441;ingr_0000000161;ingr_0000000189;ingr_0000000428;ingr_0000000201;ingr_0000000312;ingr_0000000028;ingr_0000000007;ingr_0000000124;ingr_0000000341;ingr_0000000046;ingr_0000000514;ingr_0000000006;ingr_0000000516;ingr_0000000520;ingr_0000000518;ingr_0000000122;ingr_0000000133;ingr_0000000126,train,"[291, 517, 21, 519, 335, 515, 521, 441, 161, 189, 428, 201, 312, 28, 7, 124, 341, 46, 514, 6, 516, 520, 518, 122, 133, 126]",salt chard squash oregano eggplant arugula basil butter olive oil vinegar white wine blueberries pepper chicken cauliflower walnuts cream mushroom wheat berry caesar salad rosemary lemon juice thyme garlic shallots mustard
dish_1566849233,94.800003,117.0,ingr_0000000042;ingr_0000000029,train,"[42, 29]",avocado mixed greens
dish_1568649354,72.870728,129.0,ingr_0000000027;ingr_0000000013;ingr_0000000161,train,"[27, 13, 161]",broccoli berries olive oil
dish_1562010865,376.24295,216.0,ingr_0000000312;ingr_0000000126;ingr_0000000122;ingr_0000000082;ingr_0000000517;ingr_0000000520;ingr_0000000152;ingr_0000000116;ingr_0000000514;ingr_0000000515;ingr_0000000045;ingr_0000000161;ingr_0000000189;ingr_0000000524;ingr_0000000201;ingr_0000000448;ingr_0000000462;ingr_0000000291,train,"[312, 126, 122, 82, 517, 520, 152, 116, 514, 515, 45, 161, 189, 524, 201, 448, 462, 291]",pepper mustard garlic pecans chard lemon juice cabbage mayonnaise wheat berry arugula carrot olive oil vinegar parsley blueberries jalapenos pork salt
dish_1558460205,1.84,8.0,ingr_0000000036,train,[36],spinach (raw)
dish_1563465805,32.43,23.0,ingr_0000000433,train,[433],roasted potatoes
dish_1560455399,138.498901,149.0,ingr_0000000312;ingr_0000000049;ingr_0000000517;ingr_0000000201;ingr_0000000077;ingr_0000000161;ingr_0000000524;ingr_0000000539;ingr_0000000367;ingr_0000000291;ingr_0000000047;ingr_0000000515;ingr_0000000538;ingr_0000000189;ingr_0000000036;ingr_0000000126;ingr_0000000527;ingr_0000000434;ingr_0000000122;ingr_0000000045,train,"[312, 49, 517, 201, 77, 161, 524, 539, 367, 291, 47, 515, 538, 189, 36, 126, 527, 434, 122, 45]",pepper fish chard blueberries almonds olive oil parsley nopales lime salt corn arugula jicama vinegar spinach (raw) mustard chive sour cream garlic carrot
dish_1564428475,261.616272,370.0,ingr_0000000007;ingr_0000000377;ingr_0000000213;ingr_0000000133;ingr_0000000029;ingr_0000000518;ingr_0000000094;ingr_0000000126;ingr_0000000515;ingr_0000000189;ingr_0000000471;ingr_0000000291;ingr_0000000122;ingr_0000000161;ingr_0000000524;ingr_0000000520,train,"[7, 377, 213, 133, 29, 518, 94, 126, 515, 189, 471, 291, 122, 161, 524, 520]",cauliflower quinoa pears shallots mixed greens thyme onions mustard arugula vinegar cherry tomatoes salt garlic olive oil parsley lemon juice
dish_1560888849,168.964127,107.0,ingr_0000000520;ingr_0000000514;ingr_0000000524;ingr_0000000028;ingr_0000000291;ingr_0000000161;ingr_0000000433;ingr_0000000122;ingr_0000000518;ingr_0000000133;ingr_0000000036,train,"[520, 514, 524, 28, 291, 161, 433, 122, 518, 133, 36]",lemon juice wheat berry parsley chicken salt olive oil roasted potatoes garlic thyme shallots spinach (raw)
dish_1565987015,14.72,64.0,ingr_0000000036,train,[36],spinach (raw)
dish_1561060703,538.466736,445.0,ingr_0000000203;ingr_0000000540;ingr_0000000094;ingr_0000000434;ingr_0000000518;ingr_0000000092;ingr_0000000031;ingr_0000000448;ingr_0000000023;ingr_0000000036;ingr_0000000046;ingr_0000000161;ingr_0000000016;ingr_0000000523;ingr_0000000291;ingr_0000000367;ingr_0000000074;ingr_0000000525;ingr_0000000038;ingr_0000000341;ingr_0000000520;ingr_0000000122;ingr_0000000070;ingr_0000000471;ingr_0000000332;ingr_0000000126;ingr_0000000050;ingr_0000000517;ingr_0000000189;ingr_0000000011;ingr_0000000133;ingr_0000000025,train,"[203, 540, 94, 434, 518, 92, 31, 448, 23, 36, 46, 161, 16, 523, 291, 367, 74, 525, 38, 341, 520, 122, 70, 471, 332, 126, 50, 517, 189, 11, 133, 25]",chili ginger onions sour cream thyme wine cucumbers jalapenos brown rice spinach (raw) mushroom olive oil brussels sprouts cilantro salt lime pasta bok choy pineapple cream lemon juice garlic figs cherry tomatoes salmon mustard tofu chard vinegar cheese pizza shallots beef
dish_1558468547,6.97,34.0,ingr_0000000021,train,[21],squash
dish_1562963153,386.477264,521.0,ingr_0000000049;ingr_0000000291;ingr_0000000520;ingr_0000000161;ingr_0000000523;ingr_0000000030;ingr_0000000073;ingr_0000000541;ingr_0000000312;ingr_0000000471;ingr_0000000377;ingr_0000000515;ingr_0000000448;ingr_0000000094;ingr_0000000031;ingr_0000000122;ingr_0000000433,train,"[49, 291, 520, 161, 523, 30, 73, 541, 312, 471, 377, 515, 448, 94, 31, 122, 433]",fish salt lemon juice olive oil cilantro lettuce radishes tomatillo pepper cherry tomatoes quinoa arugula jalapenos onions cucumbers garlic roasted potatoes
dish_1567537185,402.981781,185.0,ingr_0000000094;ingr_0000000189;ingr_0000000203;ingr_0000000535;ingr_0000000025;ingr_0000000026;ingr_0000000027;ingr_0000000508;ingr_0000000122;ingr_0000000291;ingr_0000000161;ingr_0000000498;ingr_0000000072,train,"[94, 189, 203, 535, 25, 26, 27, 508, 122, 291, 161, 498, 72]",onions vinegar chili green onions beef white rice broccoli soy sauce garlic salt olive oil orange juice kale
dish_1562945445,362.168335,463.0,ingr_0000000437;ingr_0000000027;ingr_0000000545;ingr_0000000128;ingr_0000000502;ingr_0000000543;ingr_0000000440;ingr_0000000161,train,"[437, 27, 545, 128, 502, 543, 440, 161]",sweet potato broccoli greek yogurt egg whites milk chia seeds grapes olive oil
dish_1563566725,241.313019,206.0,ingr_0000000161;ingr_0000000012;ingr_0000000009;ingr_0000000514,train,"[161, 12, 9, 514]",olive oil olives wild rice wheat berry
dish_1558028007,54.669998,71.0,ingr_0000000005,train,[5],potatoes
dish_1567801468,86.239998,196.0,ingr_0000000006,train,[6],caesar salad
dish_1558636763,60.839996,117.0,ingr_0000000054,train,[54],apple
dish_1560368110,16.02,89.0,ingr_0000000471,train,[471],cherry tomatoes
dish_1568405183,72.402832,64.0,ingr_0000000291;ingr_0000000032;ingr_0000000122;ingr_0000000126;ingr_0000000031;ingr_0000000161;ingr_0000000526;ingr_0000000036;ingr_0000000189,train,"[291, 32, 122, 126, 31, 161, 526, 36, 189]",salt tomatoes garlic mustard cucumbers olive oil mustard greens spinach (raw) vinegar
dish_1565036788,186.12999,70.0,ingr_0000000011,train,[11],cheese pizza
dish_1562963109,381.527283,488.0,ingr_0000000122;ingr_0000000520;ingr_0000000094;ingr_0000000312;ingr_0000000049;ingr_0000000377;ingr_0000000541;ingr_0000000073;ingr_0000000523;ingr_0000000291;ingr_0000000031;ingr_0000000161;ingr_0000000515;ingr_0000000448;ingr_0000000471;ingr_0000000433,train,"[122, 520, 94, 312, 49, 377, 541, 73, 523, 291, 31, 161, 515, 448, 471, 433]",garlic lemon juice onions pepper fish quinoa tomatillo radishes cilantro salt cucumbers olive oil arugula jalapenos cherry tomatoes roasted potatoes
dish_1558031526,76.942001,62.0,ingr_0000000192,train,[192],yam
dish_1562700718,329.380035,255.0,ingr_0000000525;ingr_0000000511;ingr_0000000291;ingr_0000000094;ingr_0000000161;ingr_0000000189;ingr_0000000046;ingr_0000000025;ingr_0000000133;ingr_0000000513,train,"[525, 511, 291, 94, 161, 189, 46, 25, 133, 513]",bok choy spinach (cooked) salt onions olive oil vinegar mushroom beef shallots millet
dish_1560799590,298.019379,163.0,ingr_0000000036;ingr_0000000189;ingr_0000000054;ingr_0000000291;ingr_0000000161;ingr_0000000126;ingr_0000000094;ingr_0000000380;ingr_0000000473,train,"[36, 189, 54, 291, 161, 126, 94, 380, 473]",spinach (raw) vinegar apple salt olive oil mustard onions pizza cranberries
dish_1559842274,306.393005,53.0,ingr_0000000077,train,[77],almonds
dish_1561580406,203.281494,171.0,ingr_0000000514;ingr_0000000520;ingr_0000000094;ingr_0000000428;ingr_0000000291;ingr_0000000312;ingr_0000000052;ingr_0000000006;ingr_0000000532;ingr_0000000471;ingr_0000000133;ingr_0000000036;ingr_0000000341;ingr_0000000441;ingr_0000000518;ingr_0000000161;ingr_0000000516;ingr_0000000521;ingr_0000000122;ingr_0000000028;ingr_0000000046;ingr_0000000074;ingr_0000000515;ingr_0000000519,train,"[514, 520, 94, 428, 291, 312, 52, 6, 532, 471, 133, 36, 341, 441, 518, 161, 516, 521, 122, 28, 46, 74, 515, 519]",wheat berry lemon juice onions white wine salt pepper cheese caesar salad pesto cherry tomatoes shallots spinach (raw) cream butter thyme olive oil rosemary basil garlic chicken mushroom pasta arugula oregano
dish_1562958445,24.15,21.0,ingr_0000000012,train,[12],olives
dish_1562011765,423.923004,283.0,ingr_0000000448;ingr_0000000116;ingr_0000000161;ingr_0000000122;ingr_0000000045;ingr_0000000016;ingr_0000000291;ingr_0000000312;ingr_0000000514;ingr_0000000462;ingr_0000000152;ingr_0000000520;ingr_0000000524,train,"[448, 116, 161, 122, 45, 16, 291, 312, 514, 462, 152, 520, 524]",jalapenos mayonnaise olive oil garlic carrot brussels sprouts salt pepper wheat berry pork cabbage lemon juice parsley
dish_1557861605,35.099998,39.0,ingr_0000000049,train,[49],fish
dish_1560961059,268.459991,172.0,ingr_0000000495;ingr_0000000264;ingr_0000000437,train,"[495, 264, 437]",cream cheese bagels sweet potato
dish_1562775275,173.680008,318.0,ingr_0000000037;ingr_0000000059;ingr_0000000013,train,"[37, 59, 13]",cantaloupe oatmeal berries
dish_1566333118,239.309998,90.0,ingr_0000000011,train,[11],cheese pizza
dish_1565799617,294.22171,520.0,ingr_0000000161;ingr_0000000128;ingr_0000000121;ingr_0000000013;ingr_0000000437,train,"[161, 128, 121, 13, 437]",olive oil egg whites watermelon berries sweet potato
dish_1560543465,33.880001,77.0,ingr_0000000006,train,[6],caesar salad
dish_1566851155,295.284393,260.0,ingr_0000000036;ingr_0000000094;ingr_0000000524;ingr_0000000161;ingr_0000000518;ingr_0000000291;ingr_0000000377;ingr_0000000520;ingr_0000000126;ingr_0000000515;ingr_0000000031;ingr_0000000189;ingr_0000000122;ingr_0000000133;ingr_0000000457,train,"[36, 94, 524, 161, 518, 291, 377, 520, 126, 515, 31, 189, 122, 133, 457]",spinach (raw) onions parsley olive oil thyme salt quinoa lemon juice mustard arugula cucumbers vinegar garlic shallots sun dried tomatoes
dish_1559245979,116.116005,203.0,ingr_0000000213,train,[213],pears
dish_1561392734,84.239998,198.0,ingr_0000000121;ingr_0000000013,train,"[121, 13]",watermelon berries
dish_1560356314,30.544943,27.0,ingr_0000000036;ingr_0000000189;ingr_0000000161;ingr_0000000032;ingr_0000000291;ingr_0000000122;ingr_0000000126;ingr_0000000031;ingr_0000000526,train,"[36, 189, 161, 32, 291, 122, 126, 31, 526]",spinach (raw) vinegar olive oil tomatoes salt garlic mustard cucumbers mustard greens
dish_1562790170,103.693726,84.0,ingr_0000000291;ingr_0000000124;ingr_0000000161;ingr_0000000517;ingr_0000000126;ingr_0000000189;ingr_0000000515;ingr_0000000201;ingr_0000000312,train,"[291, 124, 161, 517, 126, 189, 515, 201, 312]",salt walnuts olive oil chard mustard vinegar arugula blueberries pepper
dish_1558721587,95.489998,90.0,ingr_0000000205,train,[205],corn on the cob
dish_1562774531,379.824005,254.0,ingr_0000000013;ingr_0000000039;ingr_0000000433;ingr_0000000121,train,"[13, 39, 433, 121]",berries sausage roasted potatoes watermelon
dish_1558638292,190.309982,356.0,ingr_0000000037;ingr_0000000054;ingr_0000000026;ingr_0000000045,train,"[37, 54, 26, 45]",cantaloupe apple white rice carrot
dish_1563827110,220.044998,217.0,ingr_0000000038;ingr_0000000006;ingr_0000000011,train,"[38, 6, 11]",pineapple caesar salad cheese pizza
dish_1564503219,213.859985,242.0,ingr_0000000004;ingr_0000000128,train,"[4, 128]",bacon egg whites
dish_1562010418,209.545135,157.0,ingr_0000000367;ingr_0000000291;ingr_0000000094;ingr_0000000462;ingr_0000000016;ingr_0000000448;ingr_0000000189;ingr_0000000312;ingr_0000000122;ingr_0000000029;ingr_0000000045;ingr_0000000030;ingr_0000000152;ingr_0000000520;ingr_0000000524;ingr_0000000161;ingr_0000000031;ingr_0000000514;ingr_0000000116;ingr_0000000471,train,"[367, 291, 94, 462, 16, 448, 189, 312, 122, 29, 45, 30, 152, 520, 524, 161, 31, 514, 116, 471]",lime salt onions pork brussels sprouts jalapenos vinegar pepper garlic mixed greens carrot lettuce cabbage lemon juice parsley olive oil cucumbers wheat berry mayonnaise cherry tomatoes
dish_1562690112,428.202332,207.0,ingr_0000000030;ingr_0000000367;ingr_0000000510;ingr_0000000029;ingr_0000000161;ingr_0000000031;ingr_0000000094;ingr_0000000189;ingr_0000000004;ingr_0000000312;ingr_0000000291;ingr_0000000471,train,"[30, 367, 510, 29, 161, 31, 94, 189, 4, 312, 291, 471]",lettuce lime chicken apple sausage mixed greens olive oil cucumbers onions vinegar bacon pepper salt cherry tomatoes
dish_1559240987,25.070757,51.0,ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000161,train,"[45, 291, 312, 161]",carrot salt pepper olive oil
dish_1561404458,410.311737,259.0,ingr_0000000367;ingr_0000000291;ingr_0000000007;ingr_0000000312;ingr_0000000161;ingr_0000000514;ingr_0000000010;ingr_0000000045;ingr_0000000122,train,"[367, 291, 7, 312, 161, 514, 10, 45, 122]",lime salt cauliflower pepper olive oil wheat berry steak carrot garlic
dish_1566835701,370.186829,744.0,ingr_0000000128;ingr_0000000475;ingr_0000000437;ingr_0000000161,train,"[128, 475, 437, 161]",egg whites salsa sweet potato olive oil
dish_1563294465,116.949997,237.0,ingr_0000000038;ingr_0000000121;ingr_0000000440,train,"[38, 121, 440]",pineapple watermelon grapes
dish_1567023184,191.507187,195.0,ingr_0000000012;ingr_0000000028;ingr_0000000140;ingr_0000000512;ingr_0000000072;ingr_0000000148;ingr_0000000306,train,"[12, 28, 140, 512, 72, 148, 306]",olives chicken caesar dressing kimchi kale parmesan cheese croutons
dish_1566936323,368.292206,318.0,ingr_0000000527;ingr_0000000155;ingr_0000000092;ingr_0000000542;ingr_0000000335;ingr_0000000520;ingr_0000000102;ingr_0000000161;ingr_0000000312;ingr_0000000511;ingr_0000000377;ingr_0000000291;ingr_0000000049;ingr_0000000095;ingr_0000000367;ingr_0000000007;ingr_0000000021;ingr_0000000524;ingr_0000000046;ingr_0000000515;ingr_0000000094;ingr_0000000133;ingr_0000000122;ingr_0000000033,train,"[527, 155, 92, 542, 335, 520, 102, 161, 312, 511, 377, 291, 49, 95, 367, 7, 21, 524, 46, 515, 94, 133, 122, 33]",chive chicken thighs wine white beans eggplant lemon juice snow peas olive oil pepper spinach (cooked) quinoa salt fish artichokes lime cauliflower squash parsley mushroom arugula onions shallots garlic bell peppers
dish_1563216381,34.649998,99.0,ingr_0000000027,train,[27],broccoli
dish_1563305948,207.360931,178.0,ingr_0000000306;ingr_0000000291;ingr_0000000054;ingr_0000000514;ingr_0000000520;ingr_0000000072;ingr_0000000094;ingr_0000000161;ingr_0000000473;ingr_0000000133;ingr_0000000028;ingr_0000000046;ingr_0000000189;ingr_0000000036;ingr_0000000148;ingr_0000000126;ingr_0000000140;ingr_0000000518;ingr_0000000122;ingr_0000000524,train,"[306, 291, 54, 514, 520, 72, 94, 161, 473, 133, 28, 46, 189, 36, 148, 126, 140, 518, 122, 524]",croutons salt apple wheat berry lemon juice kale onions olive oil cranberries shallots chicken mushroom vinegar spinach (raw) parmesan cheese mustard caesar dressing thyme garlic parsley
dish_1567106870,504.820892,211.0,ingr_0000000035;ingr_0000000094;ingr_0000000380;ingr_0000000161;ingr_0000000122;ingr_0000000124;ingr_0000000029;ingr_0000000291;ingr_0000000511;ingr_0000000030;ingr_0000000525;ingr_0000000513;ingr_0000000189;ingr_0000000126;ingr_0000000133;ingr_0000000025,train,"[35, 94, 380, 161, 122, 124, 29, 291, 511, 30, 525, 513, 189, 126, 133, 25]",blue cheese onions pizza olive oil garlic walnuts mixed greens salt spinach (cooked) lettuce bok choy millet vinegar mustard shallots beef
dish_1567538303,617.449158,307.0,ingr_0000000535;ingr_0000000312;ingr_0000000203;ingr_0000000026;ingr_0000000189;ingr_0000000520;ingr_0000000508;ingr_0000000498;ingr_0000000122;ingr_0000000291;ingr_0000000025;ingr_0000000072;ingr_0000000524;ingr_0000000161;ingr_0000000515;ingr_0000000094;ingr_0000000187;ingr_0000000027;ingr_0000000213,train,"[535, 312, 203, 26, 189, 520, 508, 498, 122, 291, 25, 72, 524, 161, 515, 94, 187, 27, 213]",green onions pepper chili white rice vinegar lemon juice soy sauce orange juice garlic salt beef kale parsley olive oil arugula onions chickpeas broccoli pears
dish_1559846825,252.700012,95.0,ingr_0000000380,train,[380],pizza
dish_1561749348,165.446945,93.0,ingr_0000000023;ingr_0000000515;ingr_0000000332;ingr_0000000518;ingr_0000000161;ingr_0000000312;ingr_0000000291,train,"[23, 515, 332, 518, 161, 312, 291]",brown rice arugula salmon thyme olive oil pepper salt
dish_1559243704,116.116005,203.0,ingr_0000000213,train,[213],pears
dish_1562785328,133.92334,91.0,ingr_0000000054;ingr_0000000133;ingr_0000000122;ingr_0000000153;ingr_0000000520;ingr_0000000291;ingr_0000000161;ingr_0000000526;ingr_0000000473;ingr_0000000524;ingr_0000000515,train,"[54, 133, 122, 153, 520, 291, 161, 526, 473, 524, 515]",apple shallots garlic bulgur lemon juice salt olive oil mustard greens cranberries parsley arugula
dish_1558116146,76.589996,111.0,ingr_0000000440,train,[440],grapes
dish_1561577177,234.606445,156.0,ingr_0000000050;ingr_0000000517;ingr_0000000201;ingr_0000000189;ingr_0000000312;ingr_0000000011;ingr_0000000124;ingr_0000000291;ingr_0000000433;ingr_0000000161;ingr_0000000126;ingr_0000000515,train,"[50, 517, 201, 189, 312, 11, 124, 291, 433, 161, 126, 515]",tofu chard blueberries vinegar pepper cheese pizza walnuts salt roasted potatoes olive oil mustard arugula
dish_1568665935,154.222,58.0,ingr_0000000011,train,[11],cheese pizza
dish_1560368691,140.755188,112.0,ingr_0000000045;ingr_0000000030;ingr_0000000531;ingr_0000000291;ingr_0000000126;ingr_0000000161;ingr_0000000189;ingr_0000000515;ingr_0000000029,train,"[45, 30, 531, 291, 126, 161, 189, 515, 29]",carrot lettuce pumpkin seeds salt mustard olive oil vinegar arugula mixed greens
dish_1561654756,256.980011,225.0,ingr_0000000008;ingr_0000000437;ingr_0000000016,train,"[8, 437, 16]",scrambled eggs sweet potato brussels sprouts
dish_1560802006,35.926495,44.0,ingr_0000000148;ingr_0000000306;ingr_0000000072;ingr_0000000140,train,"[148, 306, 72, 140]",parmesan cheese croutons kale caesar dressing
dish_1562602687,721.365173,311.0,ingr_0000000016;ingr_0000000039;ingr_0000000015;ingr_0000000161;ingr_0000000312;ingr_0000000291;ingr_0000000008,train,"[16, 39, 15, 161, 312, 291, 8]",brussels sprouts sausage hash browns olive oil pepper salt scrambled eggs
dish_1562949467,24.655609,72.0,ingr_0000000525;ingr_0000000161,train,"[525, 161]",bok choy olive oil
dish_1565811423,240.057129,290.0,ingr_0000000033;ingr_0000000122;ingr_0000000312;ingr_0000000515;ingr_0000000448;ingr_0000000514;ingr_0000000152;ingr_0000000203;ingr_0000000032;ingr_0000000291;ingr_0000000524;ingr_0000000520;ingr_0000000332;ingr_0000000525;ingr_0000000367;ingr_0000000023;ingr_0000000155;ingr_0000000161;ingr_0000000518;ingr_0000000238,train,"[33, 122, 312, 515, 448, 514, 152, 203, 32, 291, 524, 520, 332, 525, 367, 23, 155, 161, 518, 238]",bell peppers garlic pepper arugula jalapenos wheat berry cabbage chili tomatoes salt parsley lemon juice salmon bok choy lime brown rice chicken thighs olive oil thyme hominy
dish_1558632959,16.02,89.0,ingr_0000000471,train,[471],cherry tomatoes
dish_1563464429,140.990005,103.0,ingr_0000000004;ingr_0000000013,train,"[4, 13]",bacon berries
dish_1558725112,554.059021,330.0,ingr_0000000077;ingr_0000000016;ingr_0000000112,train,"[77, 16, 112]",almonds brussels sprouts honeydew melons
dish_1564169878,732.513428,341.0,ingr_0000000032;ingr_0000000122;ingr_0000000094;ingr_0000000203;ingr_0000000060;ingr_0000000291;ingr_0000000523;ingr_0000000161;ingr_0000000155;ingr_0000000052,train,"[32, 122, 94, 203, 60, 291, 523, 161, 155, 52]",tomatoes garlic onions chili tortilla salt cilantro olive oil chicken thighs cheese
dish_1558028057,151.479996,28.0,ingr_0000000004,train,[4],bacon
dish_1565812186,324.978424,266.0,ingr_0000000291;ingr_0000000238;ingr_0000000520;ingr_0000000524;ingr_0000000161;ingr_0000000126;ingr_0000000122;ingr_0000000152;ingr_0000000155;ingr_0000000038;ingr_0000000032;ingr_0000000203;ingr_0000000124;ingr_0000000033;ingr_0000000367;ingr_0000000515;ingr_0000000189;ingr_0000000201;ingr_0000000517;ingr_0000000448;ingr_0000000312,train,"[291, 238, 520, 524, 161, 126, 122, 152, 155, 38, 32, 203, 124, 33, 367, 515, 189, 201, 517, 448, 312]",salt hominy lemon juice parsley olive oil mustard garlic cabbage chicken thighs pineapple tomatoes chili walnuts bell peppers lime arugula vinegar blueberries chard jalapenos pepper
dish_1561406817,273.385437,243.0,ingr_0000000045;ingr_0000000161;ingr_0000000472;ingr_0000000291;ingr_0000000312;ingr_0000000026,train,"[45, 161, 472, 291, 312, 26]",carrot olive oil couscous salt pepper white rice
dish_1558115241,85.470001,111.0,ingr_0000000005,train,[5],potatoes
dish_1566331868,453.66507,372.0,ingr_0000000016;ingr_0000000094;ingr_0000000291;ingr_0000000032;ingr_0000000033;ingr_0000000122;ingr_0000000312;ingr_0000000513;ingr_0000000028;ingr_0000000194;ingr_0000000448;ingr_0000000036;ingr_0000000161,train,"[16, 94, 291, 32, 33, 122, 312, 513, 28, 194, 448, 36, 161]",brussels sprouts onions salt tomatoes bell peppers garlic pepper millet chicken fried rice jalapenos spinach (raw) olive oil
dish_1558630072,294.427002,295.0,ingr_0000000054;ingr_0000000077;ingr_0000000440;ingr_0000000007,train,"[54, 77, 440, 7]",apple almonds grapes cauliflower
dish_1558375583,386.134003,251.0,ingr_0000000029;ingr_0000000039;ingr_0000000453,train,"[29, 39, 453]",mixed greens sausage deprecated
dish_1566931519,130.130005,182.0,ingr_0000000029;ingr_0000000012,train,"[29, 12]",mixed greens olives
